Country,Date,MEASURE,GSSE Value
South Korea,2018,GSSEKSH,0.9817
South Korea,2017,GSSEKSH,1.015
South Korea,2016,GSSEKSH,1.2121
South Korea,2015,GSSEKSH,1.1415
Japan,2015,GSSEJCSH,0.0
Japan,2014,GSSEJCSH,0.0
Japan,2023,GSSEJCSH,0.0
Japan,2022,GSSEJCSH,0.0
Japan,2021,GSSEJCSH,0.0
Japan,2020,GSSEJCSH,0.0
Japan,2019,GSSEJCSH,0.0
Japan,2018,GSSEJCSH,0.0
Japan,2017,GSSEJCSH,0.0
Japan,2023,GSSEHASH,7.3677
Japan,2022,GSSEHASH,6.1929
Japan,2021,GSSEHASH,6.8158
Japan,2020,GSSEHASH,5.7396
Japan,2019,GSSEHASH,7.0984
Japan,2018,GSSEHASH,7.179
Japan,2017,GSSEHASH,7.0464
Japan,2016,GSSEHASH,7.8799
Japan,2015,GSSEHASH,8.1476
New Zealand,2015,GSSEJDSH,0.0
New Zealand,2014,GSSEJDSH,0.0
New Zealand,2023,GSSEJDSH,0.0
New Zealand,2022,GSSEJDSH,0.0
New Zealand,2021,GSSEJDSH,0.0
New Zealand,2020,GSSEJDSH,0.0
New Zealand,2019,GSSEJDSH,0.0
New Zealand,2018,GSSEJDSH,0.0
New Zealand,2017,GSSEJDSH,0.0
Japan,2023,GSSEJASH,38.3533
Japan,2022,GSSEJASH,40.7899
Japan,2021,GSSEJASH,27.2331
Japan,2020,GSSEJASH,39.1254
Japan,2019,GSSEJASH,42.4294
Japan,2018,GSSEJASH,38.5575
Japan,2017,GSSEJASH,40.5959
Japan,2016,GSSEJASH,39.8075
Japan,2015,GSSEJASH,34.3963
United States,2014,GSSELSH,
United States,2023,GSSELSH,0.0
United States,2022,GSSELSH,0.0263
United States,2021,GSSELSH,0.0167
United States,2020,GSSELSH,0.0099
United States,2019,GSSELSH,0.1097
United States,2018,GSSELSH,0.1138
United States,2016,GSSELSH,0.0908
United States,2015,GSSELSH,0.0806
Australia,2023,GSSEJCSH,0.0094
Australia,2022,GSSEJCSH,0.0094
Australia,2021,GSSEJCSH,0.008
Australia,2020,GSSEJCSH,0.0108
Australia,2019,GSSEJCSH,0.0
Australia,2018,GSSEJCSH,0.0028
Australia,2017,GSSEJCSH,0.3187
Australia,2016,GSSEJCSH,0.0152
Australia,2015,GSSEJCSH,0.0917
United States,2015,GSSEIBSH,0.0
United States,2014,GSSEIBSH,0.0
United States,2023,GSSEIBSH,0.053
United States,2022,GSSEIBSH,0.0043
United States,2021,GSSEIBSH,0.0037
United States,2020,GSSEIBSH,0.0014
United States,2019,GSSEIBSH,0.0
United States,2018,GSSEIBSH,0.0
United States,2017,GSSEIBSH,0.0
Canada,2023,GSSEKSH,6.401
Canada,2022,GSSEKSH,7.2764
Canada,2021,GSSEKSH,7.8298
Canada,2020,GSSEKSH,6.9179
Canada,2019,GSSEKSH,7.7951
Canada,2018,GSSEKSH,8.9687
Canada,2017,GSSEKSH,10.553
Canada,2016,GSSEKSH,9.1891
Canada,2015,GSSEKSH,8.2992
Canada,2023,GSSEKBSH,1.6962
Canada,2022,GSSEKBSH,1.3344
Canada,2021,GSSEKBSH,1.8205
Canada,2020,GSSEKBSH,1.1596
Canada,2019,GSSEKBSH,1.0272
Canada,2018,GSSEKBSH,2.4165
Canada,2017,GSSEKBSH,4.7947
Canada,2016,GSSEKBSH,3.1163
Canada,2015,GSSEKBSH,2.5501
Australia,2023,GSSEKASH,0.868
Australia,2022,GSSEKASH,0.8708
Australia,2021,GSSEKASH,22.9281
Australia,2020,GSSEKASH,17.7361
Australia,2019,GSSEKASH,4.652
Australia,2018,GSSEKASH,0.4703
Australia,2017,GSSEKASH,0.4409
Australia,2016,GSSEKASH,0.8875
Australia,2015,GSSEKASH,1.0474
Japan,2015,GSSEICSH,0.3936
Japan,2014,GSSEICSH,0.3644
Japan,2023,GSSEICSH,0.0351
Japan,2022,GSSEICSH,0.0272
Japan,2021,GSSEICSH,0.0303
Japan,2020,GSSEICSH,0.0249
Japan,2019,GSSEICSH,0.0311
Japan,2018,GSSEICSH,0.0353
Japan,2017,GSSEICSH,0.0345
Japan,2023,GSSEIBSH,1.595
Japan,2022,GSSEIBSH,0.8623
Japan,2021,GSSEIBSH,1.0396
Japan,2020,GSSEIBSH,0.9329
Japan,2019,GSSEIBSH,0.8152
Japan,2018,GSSEIBSH,0.7575
Japan,2017,GSSEIBSH,0.675
Japan,2016,GSSEIBSH,0.6415
Japan,2015,GSSEIBSH,0.6633
New Zealand,2023,GSSEHASH,23.5775
New Zealand,2022,GSSEHASH,22.4858
New Zealand,2021,GSSEHASH,27.8543
New Zealand,2020,GSSEHASH,35.3391
New Zealand,2019,GSSEHASH,41.4149
New Zealand,2018,GSSEHASH,29.547
New Zealand,2017,GSSEHASH,31.5404
New Zealand,2016,GSSEHASH,35.5055
New Zealand,2015,GSSEHASH,32.7365
Australia,2023,GSSEJASH,23.7588
Australia,2022,GSSEJASH,23.7858
Australia,2021,GSSEJASH,13.6042
Australia,2020,GSSEJASH,16.7224
Australia,2019,GSSEJASH,8.6447
Australia,2018,GSSEJASH,23.4356
Australia,2017,GSSEJASH,28.8658
Australia,2016,GSSEJASH,26.9693
Australia,2015,GSSEJASH,11.2922
Canada,2023,GSSEHBSH,14.008
Canada,2022,GSSEHBSH,10.065
Canada,2021,GSSEHBSH,9.9235
Canada,2020,GSSEHBSH,11.5605
Canada,2019,GSSEHBSH,9.7577
Canada,2018,GSSEHBSH,10.2606
Canada,2017,GSSEHBSH,14.3202
Canada,2016,GSSEHBSH,15.1225
Canada,2015,GSSEHBSH,14.5671
New Zealand,2015,GSSEKBSH,0.0
New Zealand,2014,GSSEKBSH,0.0
New Zealand,2023,GSSEKBSH,0.0
New Zealand,2022,GSSEKBSH,0.0
New Zealand,2021,GSSEKBSH,0.0
New Zealand,2020,GSSEKBSH,0.0
New Zealand,2019,GSSEKBSH,0.0
New Zealand,2018,GSSEKBSH,0.0
New Zealand,2017,GSSEKBSH,0.0
United States,2015,GSSEJBSH,0.2532
United States,2014,GSSEJBSH,0.2591
United States,2023,GSSEJBSH,0.0124
United States,2022,GSSEJBSH,0.006
United States,2021,GSSEJBSH,0.0
United States,2020,GSSEJBSH,0.0
United States,2019,GSSEJBSH,0.0098
United States,2018,GSSEJBSH,0.0252
United States,2017,GSSEJBSH,0.2162
New Zealand,2023,GSSEISH,57.3155
New Zealand,2022,GSSEISH,52.5064
New Zealand,2021,GSSEISH,48.71
New Zealand,2020,GSSEISH,46.0844
New Zealand,2019,GSSEISH,43.7136
New Zealand,2018,GSSEISH,44.2789
New Zealand,2017,GSSEISH,38.3412
New Zealand,2016,GSSEISH,35.2847
New Zealand,2015,GSSEISH,33.8575
Canada,2014,GSSEICSH,0.0231
Canada,2023,GSSEICSH,0.0
Canada,2022,GSSEICSH,0.0
Canada,2021,GSSEICSH,0.0
Canada,2020,GSSEICSH,0.0
Canada,2019,GSSEICSH,0.0
Canada,2018,GSSEICSH,0.0139
Canada,2017,GSSEICSH,0.0194
Canada,2016,GSSEICSH,0.0258
Australia,2023,GSSEJSH,26.1421
Australia,2022,GSSEJSH,26.2384
Australia,2021,GSSEJSH,17.0877
Australia,2020,GSSEJSH,24.097
Australia,2019,GSSEJSH,13.6979
Australia,2018,GSSEJSH,35.7135
Australia,2017,GSSEJSH,43.2496
Australia,2016,GSSEJSH,39.2065
Australia,2015,GSSEJSH,26.0502
South Korea,2023,GSSEIBSH,5.7739
South Korea,2022,GSSEIBSH,5.3061
South Korea,2021,GSSEIBSH,5.6489
South Korea,2020,GSSEIBSH,6.1136
South Korea,2019,GSSEIBSH,4.4151
South Korea,2018,GSSEIBSH,5.074
South Korea,2017,GSSEIBSH,4.2647
South Korea,2016,GSSEIBSH,3.9813
South Korea,2015,GSSEIBSH,5.5349
South Korea,2015,GSSEJCSH,0.0
South Korea,2014,GSSEJCSH,0.0
South Korea,2023,GSSEJCSH,0.0
South Korea,2022,GSSEJCSH,0.0
South Korea,2021,GSSEJCSH,0.0
South Korea,2020,GSSEJCSH,0.0
South Korea,2019,GSSEJCSH,0.0
South Korea,2018,GSSEJCSH,0.0
South Korea,2017,GSSEJCSH,0.0
United States,2023,GSSEJCSH,28.6398
United States,2022,GSSEJCSH,37.0234
United States,2021,GSSEJCSH,29.0131
United States,2020,GSSEJCSH,24.0779
United States,2019,GSSEJCSH,33.2465
United States,2018,GSSEJCSH,38.6003
United States,2017,GSSEJCSH,38.8028
United States,2016,GSSEJCSH,33.5875
United States,2015,GSSEJCSH,29.5512
United States,2015,GSSEJASH,0.0
United States,2014,GSSEJASH,0.0
United States,2023,GSSEJASH,0.0
United States,2022,GSSEJASH,0.0
United States,2021,GSSEJASH,0.0
United States,2020,GSSEJASH,0.0
United States,2019,GSSEJASH,0.0
United States,2018,GSSEJASH,0.0
United States,2017,GSSEJASH,0.0
South Korea,2023,GSSEHSH,27.3042
South Korea,2022,GSSEHSH,25.4221
South Korea,2021,GSSEHSH,25.0124
South Korea,2020,GSSEHSH,26.3028
South Korea,2019,GSSEHSH,22.1067
South Korea,2018,GSSEHSH,22.6767
South Korea,2017,GSSEHSH,23.2611
South Korea,2016,GSSEHSH,24.2577
South Korea,2015,GSSEHSH,28.0369
New Zealand,2014,GSSEJSH,18.1477
Canada,2016,GSSEJDSH,0.0
Japan,2014,GSSEKSH,0.7926
Australia,2014,GSSEHSH,61.4692
New Zealand,2015,GSSEJASH,10.7429
Australia,2014,GSSEIBSH,8.5529
Canada,2014,GSSEJCSH,1.3295
New Zealand,2016,GSSEMSH,0.0
Japan,2014,GSSEJDSH,11.3513
Australia,2016,GSSEICSH,0.0
Japan,2014,GSSELSH,1.6667
South Korea,2014,GSSEJBSH,7.6278
South Korea,2014,GSSEJSH,56.7985
United States,2014,GSSEHBSH,2.0595
Canada,2014,GSSEJBSH,4.588
Japan,2014,GSSEIASH,0.0283
Australia,2014,GSSEKBSH,0.2761
New Zealand,2016,GSSELSH,0.0
New Zealand,2014,GSSEJBSH,6.4683
New Zealand,2016,GSSEKSH,0.0
Canada,2014,GSSEHASH,22.7471
New Zealand,2015,GSSEJCSH,0.0684
Australia,2014,GSSEHASH,56.7979
Australia,2014,GSSEIASH,0.7529
South Korea,2014,GSSEJASH,47.1588
Japan,2014,GSSEKBSH,0.6981
Canada,2016,GSSELSH,0.0
Australia,2014,GSSEISH,9.3058
South Korea,2014,GSSEHBSH,0.9554
Japan,2015,GSSEJBSH,42.5563
United States,2015,GSSEHSH,26.2716
Canada,2014,GSSEISH,44.5215
Canada,2014,GSSEIASH,41.0866
Australia,2014,GSSEHBSH,4.6713
United States,2015,GSSEKBSH,14.7181
New Zealand,2016,GSSEIASH,0.0
New Zealand,2016,GSSEKASH,0.0
New Zealand,2014,GSSEIBSH,31.2705
Canada,2015,GSSEKASH,5.7491
Japan,2014,GSSEJSH,83.7049
South Korea,2014,GSSEICSH,0.0345
South Korea,2015,GSSELSH,9.6334
Canada,2014,GSSEHSH,37.5847
Canada,2014,GSSEMSH,0.8442
Japan,2014,GSSEHSH,12.6252
United States,2014,GSSEKSH,13.2122
United States,2017,GSSEKASH,0.0
United States,2015,GSSEJSH,29.8044
Canada,2014,GSSEJASH,2.3104
United States,2016,GSSEJDSH,0.0
South Korea,2014,GSSEIASH,3.8662
South Korea,2014,GSSEKBSH,2.1757
New Zealand,2014,GSSEHBSH,17.967
Japan,2014,GSSEHBSH,4.5756
Australia,2016,GSSEJDSH,0.0
South Korea,2014,GSSEISH,9.4765
United States,2022,GSSEHASH,20.9902
Australia,2014,GSSEJBSH,16.1602
United States,2014,GSSEMSH,16.513
New Zealand,2014,GSSEHSH,49.7038
Canada,2014,GSSEIBSH,3.4118
Australia,2014,GSSEMSH,0.0
South Korea,2014,GSSEJDSH,2.0119
South Korea,2014,GSSEHASH,23.6723
South Korea,2016,GSSEKASH,0.0
South Korea,2016,GSSEMSH,0.0
Australia,2014,GSSEKSH,0.543
Canada,2022,GSSEJSH,10.1946
United States,2014,GSSEISH,15.2369
Japan,2016,GSSEMSH,0.0
Japan,2014,GSSEKASH,0.0945
Australia,2016,GSSELSH,0.0
United States,2014,GSSEIASH,12.9013
New Zealand,2014,GSSEICSH,0.8779
Japan,2014,GSSEISH,1.2107
United States,2014,GSSEICSH,2.3356
South Korea,2014,GSSEKSH,2.1757
Japan,2016,GSSEJCSH,0.0
Japan,2014,GSSEHASH,8.0496
New Zealand,2016,GSSEJDSH,0.0
Japan,2014,GSSEJASH,38.9887
United States,2017,GSSELSH,0.0
Australia,2014,GSSEJCSH,0.1747
United States,2016,GSSEIBSH,0.0
Canada,2014,GSSEKSH,8.8216
Canada,2014,GSSEKBSH,2.9134
Australia,2014,GSSEKASH,0.2669
Japan,2016,GSSEICSH,0.0365
Japan,2014,GSSEIBSH,0.818
New Zealand,2014,GSSEHASH,31.7368
Australia,2014,GSSEJASH,12.347
Canada,2014,GSSEHBSH,14.8377
New Zealand,2016,GSSEKBSH,0.0
United States,2016,GSSEJBSH,0.2321
New Zealand,2014,GSSEISH,32.1485
Canada,2015,GSSEICSH,0.0238
Australia,2014,GSSEJSH,28.682
South Korea,2014,GSSEIBSH,5.5758
South Korea,2016,GSSEJCSH,0.0
United States,2014,GSSEJCSH,25.8674
United States,2016,GSSEJASH,0.0
South Korea,2014,GSSEHSH,24.6277
